YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_DEP_IFR_2,DLY_ALL_PRE_2
2026,01,JAN,2026-01-01,LATI,Tirana,Albania,67,,
2026,01,JAN,2026-01-01,UDYZ,Yerevan,Armenia,54,,
2026,01,JAN,2026-01-01,LOWG,Graz,Austria,7,,
2026,01,JAN,2026-01-01,LOWI,Innsbruck,Austria,21,,
2026,01,JAN,2026-01-01,LOWK,Klagenfurt,Austria,5,,
2026,01,JAN,2026-01-01,LOWL,Linz,Austria,4,,
2026,01,JAN,2026-01-01,LOWS,Salzburg,Austria,25,,
2026,01,JAN,2026-01-01,LOWW,Vienna,Austria,279,279,3522
2026,01,JAN,2026-01-01,EBAW,Antwerp,Belgium,5,,
2026,01,JAN,2026-01-01,EBBR,Brussels,Belgium,224,224,3551
2026,01,JAN,2026-01-01,EBCI,Brussels - Charleroi,Belgium,104,104,1132
2026,01,JAN,2026-01-01,EBLG,Liège,Belgium,21,,
2026,01,JAN,2026-01-01,EBOS,Ostend-Bruges,Belgium,7,,
2026,01,JAN,2026-01-01,LQSA,Sarajevo,Bosnia and Herzegovina,18,,
2026,01,JAN,2026-01-01,LBSF,Sofia,Bulgaria,66,66,338
2026,01,JAN,2026-01-01,LDZA,Zagreb,Croatia,56,56,405
2026,01,JAN,2026-01-01,LCLK,Larnaca,Cyprus,67,,
2026,01,JAN,2026-01-01,LCPH,Paphos,Cyprus,28,,
2026,01,JAN,2026-01-01,LKMT,Ostrava,Czech Republic,1,,
2026,01,JAN,2026-01-01,LKPR,Prague,Czech Republic,160,160,1958
2026,01,JAN,2026-01-01,LKTB,Brno-Tuřany,Czech Republic,3,,
2026,01,JAN,2026-01-01,EKCH,Copenhagen - Kastrup,Denmark,278,277,3445.88
2026,01,JAN,2026-01-01,EETN,Tallinn,Estonia,38,39,620
2026,01,JAN,2026-01-01,EETU,Tartu,Estonia,3,,
2026,01,JAN,2026-01-01,EFHK,Helsinki - Vantaa,Finland,199,198,2909.46
2026,01,JAN,2026-01-01,LFBD,Bordeaux-Mérignac,France,62,,
2026,01,JAN,2026-01-01,LFBH,La Rochelle-Ile de Ré,France,1,,
2026,01,JAN,2026-01-01,LFBI,Poitiers-Biard,France,0,,
2026,01,JAN,2026-01-01,LFBL,Limoges-Bellegarde,France,3,,
2026,01,JAN,2026-01-01,LFBO,Toulouse-Blagnac,France,73,73,1193
2026,01,JAN,2026-01-01,LFBP,Pau-Pyrénées,France,5,,
2026,01,JAN,2026-01-01,LFBT,Tarbes-Lourdes Pyrénées,France,6,,
2026,01,JAN,2026-01-01,LFBZ,Biarritz-Bayonne-Anglet,France,7,,
2026,01,JAN,2026-01-01,LFCR,Rodez-Marcillac,France,3,,
2026,01,JAN,2026-01-01,LFGJ,Dôle-Tavaux,France,1,,
2026,01,JAN,2026-01-01,LFJL,Metz-Nancy-Lorraine,France,1,,
2026,01,JAN,2026-01-01,LFKB,Bastia-Poretta,France,16,,
2026,01,JAN,2026-01-01,LFKC,Calvi-Sainte-Catherine,France,4,,
2026,01,JAN,2026-01-01,LFKF,Figari-Sud Corse,France,4,,
2026,01,JAN,2026-01-01,LFKJ,Ajaccio-Napoléon-Bonaparte,France,14,,
2026,01,JAN,2026-01-01,LFLB,Chambéry-Aix-les-Bains,France,5,,
2026,01,JAN,2026-01-01,LFLC,Clermont-Ferrand-Auvergne,France,4,,
2026,01,JAN,2026-01-01,LFLI,Annemasse,France,0,,
2026,01,JAN,2026-01-01,LFLL,Lyon-Saint-Exupéry,France,101,102,4036
2026,01,JAN,2026-01-01,LFLP,Annecy-Meythet,France,1,,
2026,01,JAN,2026-01-01,LFLS,Grenoble-Isère,France,3,,
2026,01,JAN,2026-01-01,LFLX,Châteauroux-Déols,France,0,,
2026,01,JAN,2026-01-01,LFLY,Lyon-Bron,France,1,,
2026,01,JAN,2026-01-01,LFMD,Cannes-Mandelieu,France,6,,
2026,01,JAN,2026-01-01,LFMH,Saint-Etienne-Bouthéon,France,0,,
2026,01,JAN,2026-01-01,LFML,Marseille-Provence,France,101,101,1524
2026,01,JAN,2026-01-01,LFMN,Nice-Côte d’Azur,France,136,136,1765
2026,01,JAN,2026-01-01,LFMP,Perpignan-Rivesaltes,France,5,,
2026,01,JAN,2026-01-01,LFMT,Montpellier-Méditerranée,France,16,,
2026,01,JAN,2026-01-01,LFMU,Béziers-Vias,France,1,,
2026,01,JAN,2026-01-01,LFMV,Avignon-Caumont,France,1,,
2026,01,JAN,2026-01-01,LFOB,Beauvais-Tillé,France,50,,
2026,01,JAN,2026-01-01,LFOK,Châlons-Vatry,France,1,,
2026,01,JAN,2026-01-01,LFOT,Tours-Val de Loire,France,1,,
2026,01,JAN,2026-01-01,LFPB,Paris - Le Bourget,France,31,,
2026,01,JAN,2026-01-01,LFPG,Paris - Charles-de-Gaulle,France,594,599,13453
2026,01,JAN,2026-01-01,LFPN,Toussus-le-Noble,France,1,,
2026,01,JAN,2026-01-01,LFPO,Paris - Orly,France,283,283,4783
2026,01,JAN,2026-01-01,LFQQ,Lille-Lesquin,France,16,,
2026,01,JAN,2026-01-01,LFRB,Brest-Bretagne,France,10,,
2026,01,JAN,2026-01-01,LFRD,Dinard-Pleurtuit-Saint-Malo,France,1,,
2026,01,JAN,2026-01-01,LFRG,Deauville-Normandie,France,1,,
2026,01,JAN,2026-01-01,LFRN,Rennes-Saint-Jacques,France,8,,
2026,01,JAN,2026-01-01,LFRS,Nantes-Atlantique,France,56,,
2026,01,JAN,2026-01-01,LFSB,Bâle-Mulhouse,France,88,88,1325
2026,01,JAN,2026-01-01,LFST,Strasbourg-Entzheim,France,18,,
2026,01,JAN,2026-01-01,LFTH,Hyères-Le Palyvestre,France,2,,
2026,01,JAN,2026-01-01,LFTW,Nîmes-Garons,France,2,,
2026,01,JAN,2026-01-01,UGKO,Kutaisi,Georgia,14,10,155
2026,01,JAN,2026-01-01,UGSB,Batumi,Georgia,9,9,451
2026,01,JAN,2026-01-01,UGTB,Tbilisi,Georgia,66,66,1582
2026,01,JAN,2026-01-01,EDDB,Berlin - Brandenburg,Germany,211,211,3328.9900000000002
2026,01,JAN,2026-01-01,EDDC,Dresden,Germany,4,4,23
2026,01,JAN,2026-01-01,EDDE,Erfurt,Germany,1,1,0
2026,01,JAN,2026-01-01,EDDF,Frankfurt,Germany,429,429,6513.82
2026,01,JAN,2026-01-01,EDDG,Muenster-Osnabrueck,Germany,5,3,56.730000000000004
2026,01,JAN,2026-01-01,EDDH,Hamburg,Germany,111,111,2424.46
2026,01,JAN,2026-01-01,EDDK,Cologne-Bonn,Germany,80,80,947.63
2026,01,JAN,2026-01-01,EDDL,Dusseldorf,Germany,140,140,1899.82
2026,01,JAN,2026-01-01,EDDM,Munich,Germany,320,320,4102
2026,01,JAN,2026-01-01,EDDN,Nuremberg,Germany,32,32,503
2026,01,JAN,2026-01-01,EDDP,Leipzig-Halle,Germany,24,23,278.05
2026,01,JAN,2026-01-01,EDDS,Stuttgart,Germany,76,80,1617
2026,01,JAN,2026-01-01,EDDV,Hanover,Germany,33,33,636.58
2026,01,JAN,2026-01-01,EDDW,Bremen,Germany,15,15,122.78
2026,01,JAN,2026-01-01,LGAV,Athens,Greece,259,259,2140
2026,01,JAN,2026-01-01,LGIR,Heraklion,Greece,13,,
2026,01,JAN,2026-01-01,LGKF,Kefallinia,Greece,1,,
2026,01,JAN,2026-01-01,LGKO,Kos,Greece,4,,
2026,01,JAN,2026-01-01,LGKR,Corfu,Greece,3,,
2026,01,JAN,2026-01-01,LGMK,Mikonos,Greece,2,,
2026,01,JAN,2026-01-01,LGRP,Rodos,Greece,8,,
2026,01,JAN,2026-01-01,LGSA,Khania - Souda,Greece,8,,
2026,01,JAN,2026-01-01,LGSR,Santorini,Greece,10,,
2026,01,JAN,2026-01-01,LGTS,Thessaloniki,Greece,57,,
2026,01,JAN,2026-01-01,LGZA,Zakinthos,Greece,1,,
2026,01,JAN,2026-01-01,LHBP,Budapest - Ferihegy,Hungary,169,169,3122.2400000000002
2026,01,JAN,2026-01-01,BIKF,Keflavik,Iceland,65,65,1088.78
2026,01,JAN,2026-01-01,EICK,Cork,Ireland,28,50,917
2026,01,JAN,2026-01-01,EIDL,Donegal,Ireland,1,,
2026,01,JAN,2026-01-01,EIDW,Dublin,Ireland,325,325,4778.04
2026,01,JAN,2026-01-01,EIKN,Connaught,Ireland,11,,
2026,01,JAN,2026-01-01,EIKY,Kerry - Farranfore,Ireland,3,,
2026,01,JAN,2026-01-01,EINN,Shannon,Ireland,27,,
2026,01,JAN,2026-01-01,EIWT,Weston,Ireland,0,,
2026,01,JAN,2026-01-01,LLBG,Tel Aviv - Ben Gurion International,Israel,206,,
2026,01,JAN,2026-01-01,LIBR,Brindisi,Italy,21,,
2026,01,JAN,2026-01-01,LICC,Catania,Italy,93,93,931
2026,01,JAN,2026-01-01,LICJ,Palermo Falcone-Borsellino,Italy,70,,
2026,01,JAN,2026-01-01,LIMC,Milan - Malpensa,Italy,266,268,4867.39
2026,01,JAN,2026-01-01,LIME,Bergamo,Italy,136,136,1923
2026,01,JAN,2026-01-01,LIMF,Torino Caselle,Italy,49,50,602
2026,01,JAN,2026-01-01,LIML,Milan - Linate,Italy,137,137,1169
2026,01,JAN,2026-01-01,LIPE,Bologna,Italy,91,90,1076.06
2026,01,JAN,2026-01-01,LIPH,Treviso,Italy,24,,
2026,01,JAN,2026-01-01,LIPZ,Venice,Italy,111,111,2147
2026,01,JAN,2026-01-01,LIRA,Rome - Ciampino,Italy,40,41,220
2026,01,JAN,2026-01-01,LIRF,Rome - Fiumicino,Italy,398,397,5261
2026,01,JAN,2026-01-01,LIRN,Naples,Italy,94,95,1770
2026,01,JAN,2026-01-01,LIRP,Pisa San Giusto,Italy,45,,
2026,01,JAN,2026-01-01,EVRA,Riga,Latvia,79,79,1478
2026,01,JAN,2026-01-01,EYKA,Kaunas,Lithuania,20,,
2026,01,JAN,2026-01-01,EYPA,Palanga,Lithuania,3,,
2026,01,JAN,2026-01-01,EYVI,Vilnius,Lithuania,36,,
2026,01,JAN,2026-01-01,ELLX,Luxembourg,Luxembourg,85,85,2119
2026,01,JAN,2026-01-01,LMML,Malta,Malta,84,84,533
2026,01,JAN,2026-01-01,LUKK,Chișinău,Moldova,45,,
2026,01,JAN,2026-01-01,LYPG,Podgorica,Montenegro,13,,
2026,01,JAN,2026-01-01,GMAD,Al Massira,Morocco,43,,
2026,01,JAN,2026-01-01,GMFF,Saïss,Morocco,19,,
2026,01,JAN,2026-01-01,GMME,Rabat-Salé,Morocco,26,,
2026,01,JAN,2026-01-01,GMMN,Mohammed V International,Morocco,133,,
2026,01,JAN,2026-01-01,GMMX,Menara,Morocco,123,,
2026,01,JAN,2026-01-01,GMTT,Ibn Batouta,Morocco,27,,
2026,01,JAN,2026-01-01,EHAM,Amsterdam - Schiphol,Netherlands,616,616,20804.05
2026,01,JAN,2026-01-01,EHBK,Maastricht-Aachen,Netherlands,3,,
2026,01,JAN,2026-01-01,EHGG,Groningen,Netherlands,1,,
2026,01,JAN,2026-01-01,EHRD,Rotterdam,Netherlands,20,,
2026,01,JAN,2026-01-01,ENAL,Alesund,Norway,10,,
2026,01,JAN,2026-01-01,ENAN,Andenes,Norway,3,,
2026,01,JAN,2026-01-01,ENAT,Alta,Norway,9,,
2026,01,JAN,2026-01-01,ENBL,Forde Bringeland,Norway,3,,
2026,01,JAN,2026-01-01,ENBN,Bronnoysund Bronnoy,Norway,7,,
2026,01,JAN,2026-01-01,ENBO,Bodø,Norway,40,,
2026,01,JAN,2026-01-01,ENBR,Bergen,Norway,77,77,1279
2026,01,JAN,2026-01-01,ENBS,Batsfjord,Norway,2,,
2026,01,JAN,2026-01-01,ENBV,Berlevåg,Norway,2,,
2026,01,JAN,2026-01-01,ENCN,Kristiansand Kjevik,Norway,7,,
2026,01,JAN,2026-01-01,ENDU,Bardufoss,Norway,1,,
2026,01,JAN,2026-01-01,ENEV,Harstad - Narvik Evenes,Norway,11,,
2026,01,JAN,2026-01-01,ENFL,Florø,Norway,5,,
2026,01,JAN,2026-01-01,ENGM,Oslo - Gardermoen,Norway,222,220,1553
2026,01,JAN,2026-01-01,ENHD,Haugesund,Norway,5,,
2026,01,JAN,2026-01-01,ENHF,Hammerfest,Norway,10,,
2026,01,JAN,2026-01-01,ENHV,Honningsvåg Valan,Norway,1,,
2026,01,JAN,2026-01-01,ENKB,Kristiansund Kvernberget,Norway,10,,
2026,01,JAN,2026-01-01,ENKR,Kirkenes Høybuktmoen,Norway,8,,
2026,01,JAN,2026-01-01,ENLK,Leknes,Norway,7,,
2026,01,JAN,2026-01-01,ENMH,Mehamn,Norway,3,,
2026,01,JAN,2026-01-01,ENML,Molde Årø,Norway,3,,
2026,01,JAN,2026-01-01,ENMS,Mosjøen Kjærstad,Norway,3,,
2026,01,JAN,2026-01-01,ENNA,Lakselv Banak,Norway,3,,
2026,01,JAN,2026-01-01,ENNM,Namsos Høknesøra,Norway,2,,
2026,01,JAN,2026-01-01,ENOV,Orsta¿Volda Hovden,Norway,5,,
2026,01,JAN,2026-01-01,ENRA,Mo i Rana Røssvoll,Norway,6,,
2026,01,JAN,2026-01-01,ENRM,Rorvik Ryum,Norway,1,,
2026,01,JAN,2026-01-01,ENRO,Roros,Norway,1,,
2026,01,JAN,2026-01-01,ENRS,Rost,Norway,1,,
2026,01,JAN,2026-01-01,ENSB,Svalbard Longyear,Norway,1,,
2026,01,JAN,2026-01-01,ENSD,Sandane  Anda,Norway,2,,
2026,01,JAN,2026-01-01,ENSG,Sogndal Haukåsen,Norway,5,,
2026,01,JAN,2026-01-01,ENSH,Svolvær Helle,Norway,3,,
2026,01,JAN,2026-01-01,ENSK,Stokmarknes Skagen,Norway,6,,
2026,01,JAN,2026-01-01,ENSR,Sorkjosen,Norway,1,,
2026,01,JAN,2026-01-01,ENSS,Vardø Svartnes,Norway,2,,
2026,01,JAN,2026-01-01,ENST,Sandnessjøen Stokka,Norway,5,,
2026,01,JAN,2026-01-01,ENTC,Tromsø,Norway,61,,
2026,01,JAN,2026-01-01,ENVA,Trondheim,Norway,51,50,524
2026,01,JAN,2026-01-01,ENVD,Vadsø,Norway,5,,
2026,01,JAN,2026-01-01,ENVR,Værøy,Norway,1,,
2026,01,JAN,2026-01-01,ENZV,Stavanger,Norway,40,39,528
2026,01,JAN,2026-01-01,EPBY,Bydgoszcz,Poland,7,,
2026,01,JAN,2026-01-01,EPGD,Gdansk,Poland,60,,
2026,01,JAN,2026-01-01,EPKK,Krakow - Balice,Poland,115,,
2026,01,JAN,2026-01-01,EPKT,Katowice - Pyrzowice,Poland,45,,
2026,01,JAN,2026-01-01,EPLB,Lublin,Poland,2,,
2026,01,JAN,2026-01-01,EPLL,Lodz - Lublinek,Poland,2,,
2026,01,JAN,2026-01-01,EPMO,Warszawa - Modlin,Poland,28,,
2026,01,JAN,2026-01-01,EPPO,Poznan - Lawica,Poland,24,,
2026,01,JAN,2026-01-01,EPRZ,Rzeszow - Jasionka,Poland,7,,
2026,01,JAN,2026-01-01,EPSC,Szczecin - Goleniów,Poland,5,,
2026,01,JAN,2026-01-01,EPWA,Warszawa - Chopina,Poland,235,236,7581
2026,01,JAN,2026-01-01,EPWR,Wroclaw - Strachowice,Poland,48,,
2026,01,JAN,2026-01-01,EPZG,Zielona Gora - Babimost,Poland,0,,
2026,01,JAN,2026-01-01,LPAZ,Santa Maria,Portugal,3,,
2026,01,JAN,2026-01-01,LPCS,Cascais,Portugal,4,,
2026,01,JAN,2026-01-01,LPFL,Flores,Portugal,2,,
2026,01,JAN,2026-01-01,LPFR,Faro,Portugal,54,54,366.92
2026,01,JAN,2026-01-01,LPHR,Horta,Portugal,4,,
2026,01,JAN,2026-01-01,LPMA,Madeira,Portugal,42,,
2026,01,JAN,2026-01-01,LPPD,Ponta Delgada,Portugal,25,,
2026,01,JAN,2026-01-01,LPPR,Porto,Portugal,144,145,1761.56
2026,01,JAN,2026-01-01,LPPS,Porto Santo,Portugal,7,,
2026,01,JAN,2026-01-01,LPPT,Lisbon,Portugal,297,297,9188
2026,01,JAN,2026-01-01,LWSK,Skopje,Republic of North Macedonia,28,,
2026,01,JAN,2026-01-01,LRBS,Bucharest - Băneasa,Romania,12,,
2026,01,JAN,2026-01-01,LROP,Bucharest - Otopeni,Romania,120,120,1714
2026,01,JAN,2026-01-01,LYBE,Belgrade - Nikola Tesla,Serbia,97,,
2026,01,JAN,2026-01-01,LZIB,Bratislava,Slovakia,24,24,215
2026,01,JAN,2026-01-01,LJLJ,Ljubljana,Slovenia,13,14,116.91
2026,01,JAN,2026-01-01,GCFV,Fuerteventura,Spain,73,72,1265
2026,01,JAN,2026-01-01,GCGM,La Gomera,Spain,4,,
2026,01,JAN,2026-01-01,GCHI,Hierro,Spain,6,,
2026,01,JAN,2026-01-01,GCLA,La Palma,Spain,21,,
2026,01,JAN,2026-01-01,GCLP,Gran Canaria,Spain,183,183,4953.38
2026,01,JAN,2026-01-01,GCRR,Lanzarote,Spain,98,98,2833
2026,01,JAN,2026-01-01,GCTS,Tenerife Sur - Reina Sofia,Spain,135,133,4949
2026,01,JAN,2026-01-01,GCXO,Tenerife North,Spain,87,86,1341
2026,01,JAN,2026-01-01,GEML,Melilla,Spain,10,,
2026,01,JAN,2026-01-01,LEAL,Alicante,Spain,153,153,2146
2026,01,JAN,2026-01-01,LEAM,Almeria,Spain,6,,
2026,01,JAN,2026-01-01,LEAS,Asturias,Spain,18,,
2026,01,JAN,2026-01-01,LEBB,Bilbao,Spain,52,52,301
2026,01,JAN,2026-01-01,LEBL,Barcelona,Spain,454,452,5677
2026,01,JAN,2026-01-01,LEBZ,Badajoz,Spain,4,,
2026,01,JAN,2026-01-01,LECO,La Coruna,Spain,14,,
2026,01,JAN,2026-01-01,LECU,Madrid - Cuatro Viento,Spain,0,,
2026,01,JAN,2026-01-01,LEGE,Gerona,Spain,9,,
2026,01,JAN,2026-01-01,LEGR,Granada,Spain,14,,
2026,01,JAN,2026-01-01,LEIB,Ibiza,Spain,42,42,138
2026,01,JAN,2026-01-01,LEJR,Jerez De La Frontera,Spain,6,,
2026,01,JAN,2026-01-01,LELL,Sabadell,Spain,0,,
2026,01,JAN,2026-01-01,LELN,Leon,Spain,1,,
2026,01,JAN,2026-01-01,LEMD,Madrid - Barajas,Spain,552,523,7566
2026,01,JAN,2026-01-01,LEMG,Málaga,Spain,208,206,3385
2026,01,JAN,2026-01-01,LEMH,Mahon,Spain,17,,
2026,01,JAN,2026-01-01,LEPA,Palma de Mallorca,Spain,151,150,1062
2026,01,JAN,2026-01-01,LEPP,Noain Pamplona,Spain,3,,
2026,01,JAN,2026-01-01,LERT,Rota,Spain,2,,
2026,01,JAN,2026-01-01,LESB,Son Bonet,Spain,0,,
2026,01,JAN,2026-01-01,LESO,San Sebastian,Spain,7,,
2026,01,JAN,2026-01-01,LEST,Santiago,Spain,21,,
2026,01,JAN,2026-01-01,LEVC,Valencia,Spain,109,109,1143
2026,01,JAN,2026-01-01,LEVD,Valladolid,Spain,3,,
2026,01,JAN,2026-01-01,LEVT,Vitoria,Spain,3,,
2026,01,JAN,2026-01-01,LEVX,Vigo,Spain,11,,
2026,01,JAN,2026-01-01,LEXJ,Santander,Spain,12,,
2026,01,JAN,2026-01-01,LEZG,Zaragoza,Spain,9,,
2026,01,JAN,2026-01-01,LEZL,Sevilla,Spain,97,96,1304
2026,01,JAN,2026-01-01,ESGG,Göteborg,Sweden,49,49,801
2026,01,JAN,2026-01-01,ESSA,Stockholm - Arlanda,Sweden,188,188,7964
2026,01,JAN,2026-01-01,LSGG,Geneva,Switzerland,205,204,3488
2026,01,JAN,2026-01-01,LSGS,Sion,Switzerland,11,,
2026,01,JAN,2026-01-01,LSZH,Zürich,Switzerland,315,315,4772.17
2026,01,JAN,2026-01-01,LTAC,Ankara - Esenboğa,Türkiye,100,,
2026,01,JAN,2026-01-01,LTAI,Antalya,Türkiye,107,,
2026,01,JAN,2026-01-01,LTBA,Istanbul - Atatürk,Türkiye,12,,
2026,01,JAN,2026-01-01,LTBJ,Izmir - Adnan Menderes,Türkiye,72,,
2026,01,JAN,2026-01-01,LTFJ,Istanbul - Sabiha Gökçen,Türkiye,343,,
2026,01,JAN,2026-01-01,LTFM,Istanbul,Türkiye,666,674,10987
2026,01,JAN,2026-01-01,EGAA,Belfast - Aldergrove,United Kingdom,63,,
2026,01,JAN,2026-01-01,EGAC,Belfast - City Airport,United Kingdom,40,,
2026,01,JAN,2026-01-01,EGAE,Londonderry - Eglinton,United Kingdom,1,,
2026,01,JAN,2026-01-01,EGBB,Birmingham,United Kingdom,110,112,2043
2026,01,JAN,2026-01-01,EGCC,Manchester,United Kingdom,228,228,4169
2026,01,JAN,2026-01-01,EGGD,Bristol,United Kingdom,90,90,1607.8500000000001
2026,01,JAN,2026-01-01,EGGW,London - Luton,United Kingdom,152,152,2219
2026,01,JAN,2026-01-01,EGHI,Southampton,United Kingdom,9,,
2026,01,JAN,2026-01-01,EGKB,Biggin Hill,United Kingdom,7,,
2026,01,JAN,2026-01-01,EGKK,London - Gatwick,United Kingdom,328,328,3914
2026,01,JAN,2026-01-01,EGLC,London - City,United Kingdom,55,55,785
2026,01,JAN,2026-01-01,EGLF,Farnborough,United Kingdom,10,,
2026,01,JAN,2026-01-01,EGLL,London - Heathrow,United Kingdom,645,645,11450
2026,01,JAN,2026-01-01,EGNT,Newcastle,United Kingdom,40,40,665
2026,01,JAN,2026-01-01,EGNX,East Midlands,United Kingdom,28,,
2026,01,JAN,2026-01-01,EGPD,Aberdeen,United Kingdom,21,,
2026,01,JAN,2026-01-01,EGPF,Glasgow,United Kingdom,66,,
2026,01,JAN,2026-01-01,EGPH,Edinburgh,United Kingdom,137,137,2280
2026,01,JAN,2026-01-01,EGSS,London - Stansted,United Kingdom,252,252,3350
2026,01,JAN,2026-01-02,LATI,Tirana,Albania,93,,
2026,01,JAN,2026-01-02,UDYZ,Yerevan,Armenia,63,,
2026,01,JAN,2026-01-02,LOWG,Graz,Austria,16,,
2026,01,JAN,2026-01-02,LOWI,Innsbruck,Austria,43,,
2026,01,JAN,2026-01-02,LOWK,Klagenfurt,Austria,4,,
2026,01,JAN,2026-01-02,LOWL,Linz,Austria,5,,
2026,01,JAN,2026-01-02,LOWS,Salzburg,Austria,46,,
2026,01,JAN,2026-01-02,LOWW,Vienna,Austria,341,341,7115
2026,01,JAN,2026-01-02,EBAW,Antwerp,Belgium,13,,
2026,01,JAN,2026-01-02,EBBR,Brussels,Belgium,254,257,7318
2026,01,JAN,2026-01-02,EBCI,Brussels - Charleroi,Belgium,114,114,2757
2026,01,JAN,2026-01-02,EBLG,Liège,Belgium,29,,
2026,01,JAN,2026-01-02,EBOS,Ostend-Bruges,Belgium,8,,
2026,01,JAN,2026-01-02,LQSA,Sarajevo,Bosnia and Herzegovina,23,,
2026,01,JAN,2026-01-02,LBSF,Sofia,Bulgaria,108,107,2529
2026,01,JAN,2026-01-02,LDZA,Zagreb,Croatia,72,71,1972
2026,01,JAN,2026-01-02,LCLK,Larnaca,Cyprus,77,,
2026,01,JAN,2026-01-02,LCPH,Paphos,Cyprus,26,,
2026,01,JAN,2026-01-02,LKMT,Ostrava,Czech Republic,9,,
2026,01,JAN,2026-01-02,LKPR,Prague,Czech Republic,210,209,5782
2026,01,JAN,2026-01-02,LKTB,Brno-Tuřany,Czech Republic,7,,
2026,01,JAN,2026-01-02,EKCH,Copenhagen - Kastrup,Denmark,340,336,6946.13
2026,01,JAN,2026-01-02,EETN,Tallinn,Estonia,44,44,966
2026,01,JAN,2026-01-02,EETU,Tartu,Estonia,2,,
2026,01,JAN,2026-01-02,EFHK,Helsinki - Vantaa,Finland,206,205,7842.63
2026,01,JAN,2026-01-02,LFAQ,Albert-Bray,France,1,,
2026,01,JAN,2026-01-02,LFBD,Bordeaux-Mérignac,France,72,,
2026,01,JAN,2026-01-02,LFBE,Bergerac-Roumanière,France,2,,
2026,01,JAN,2026-01-02,LFBH,La Rochelle-Ile de Ré,France,3,,
2026,01,JAN,2026-01-02,LFBI,Poitiers-Biard,France,2,,
2026,01,JAN,2026-01-02,LFBL,Limoges-Bellegarde,France,5,,
2026,01,JAN,2026-01-02,LFBO,Toulouse-Blagnac,France,95,93,3023
2026,01,JAN,2026-01-02,LFBP,Pau-Pyrénées,France,8,,
2026,01,JAN,2026-01-02,LFBT,Tarbes-Lourdes Pyrénées,France,5,,
2026,01,JAN,2026-01-02,LFBZ,Biarritz-Bayonne-Anglet,France,17,,
2026,01,JAN,2026-01-02,LFCR,Rodez-Marcillac,France,5,,
2026,01,JAN,2026-01-02,LFGJ,Dôle-Tavaux,France,2,,
2026,01,JAN,2026-01-02,LFJL,Metz-Nancy-Lorraine,France,1,,
2026,01,JAN,2026-01-02,LFKB,Bastia-Poretta,France,18,,
2026,01,JAN,2026-01-02,LFKC,Calvi-Sainte-Catherine,France,5,,
2026,01,JAN,2026-01-02,LFKF,Figari-Sud Corse,France,8,,
2026,01,JAN,2026-01-02,LFKJ,Ajaccio-Napoléon-Bonaparte,France,19,,
2026,01,JAN,2026-01-02,LFLB,Chambéry-Aix-les-Bains,France,22,,
2026,01,JAN,2026-01-02,LFLC,Clermont-Ferrand-Auvergne,France,7,,
2026,01,JAN,2026-01-02,LFLI,Annemasse,France,0,,
2026,01,JAN,2026-01-02,LFLL,Lyon-Saint-Exupéry,France,124,124,2409
2026,01,JAN,2026-01-02,LFLP,Annecy-Meythet,France,4,,
2026,01,JAN,2026-01-02,LFLS,Grenoble-Isère,France,8,,
2026,01,JAN,2026-01-02,LFLX,Châteauroux-Déols,France,0,,
2026,01,JAN,2026-01-02,LFLY,Lyon-Bron,France,5,,
2026,01,JAN,2026-01-02,LFMD,Cannes-Mandelieu,France,18,,
2026,01,JAN,2026-01-02,LFMI,Istres-Le Tubé,France,0,,
2026,01,JAN,2026-01-02,LFML,Marseille-Provence,France,119,119,1990
2026,01,JAN,2026-01-02,LFMN,Nice-Côte d’Azur,France,157,157,4185
2026,01,JAN,2026-01-02,LFMP,Perpignan-Rivesaltes,France,6,,
2026,01,JAN,2026-01-02,LFMT,Montpellier-Méditerranée,France,24,,
2026,01,JAN,2026-01-02,LFMU,Béziers-Vias,France,0,,
2026,01,JAN,2026-01-02,LFMV,Avignon-Caumont,France,3,,
2026,01,JAN,2026-01-02,LFOB,Beauvais-Tillé,France,57,,
2026,01,JAN,2026-01-02,LFOH,Le Havre-Octeville,France,1,,
2026,01,JAN,2026-01-02,LFOK,Châlons-Vatry,France,1,,
2026,01,JAN,2026-01-02,LFOP,Rouen,France,0,,
2026,01,JAN,2026-01-02,LFOT,Tours-Val de Loire,France,1,,
2026,01,JAN,2026-01-02,LFPB,Paris - Le Bourget,France,73,,
2026,01,JAN,2026-01-02,LFPG,Paris - Charles-de-Gaulle,France,672,669,18676
2026,01,JAN,2026-01-02,LFPN,Toussus-le-Noble,France,4,,
2026,01,JAN,2026-01-02,LFPO,Paris - Orly,France,315,315,10348
2026,01,JAN,2026-01-02,LFQQ,Lille-Lesquin,France,20,,
2026,01,JAN,2026-01-02,LFRB,Brest-Bretagne,France,19,,
2026,01,JAN,2026-01-02,LFRD,Dinard-Pleurtuit-Saint-Malo,France,2,,
2026,01,JAN,2026-01-02,LFRG,Deauville-Normandie,France,1,,
2026,01,JAN,2026-01-02,LFRH,Lorient-Lann Bihoué,France,2,,
2026,01,JAN,2026-01-02,LFRK,Caen-Carpiquet,France,6,,
2026,01,JAN,2026-01-02,LFRM,Le Mans,France,1,,
2026,01,JAN,2026-01-02,LFRN,Rennes-Saint-Jacques,France,11,,
